ICD-9 code 1,ICD-9 code 2,Shared SNP associations,ICD-9 code 1 description,ICD-9 code 2 description,ICD-9 code category 1,ICD-9 code category 2
381.81,403.91,1,DYSFUNCTION OF EUSTACHIAN TUBE,UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE V OR END STAGE RENAL DISEASE,Ent_and_Eye_Disorders,Cardiovascular_Disorders
453.9,599.0,1,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,"URINARY TRACT INFECTION, SITE NOT SPECIFIED",Hematologic_Disorders,Genitourinary_Disorders
707.1,722.93,1,"ULCER OF LOWER LIMB, UNSPECIFIED",OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
245.2,786.09,1,CHRONIC LYMPHOCYTIC THYROIDITIS,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Endocrine_Disorders,Cardiovascular_Disorders
706.2,786.09,1,SEBACEOUS CYST,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Other_Skin_and_Subcutaneous_Disorders,Cardiovascular_Disorders
274.0,596.54,1,"GOUTY ARTHROPATHY, UNSPECIFIED","NEUROGENIC BLADDER, NOS",Other_Nutritional_Disorders,Genitourinary_Disorders
272.4,799.02,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,HYPOXEMIA,Other_Nutritional_Disorders,Other_and_Unspecified_Morbidity_and_Mortality
238.2,733.01,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,SENILE OSTEOPOROSIS,Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
241.1,780.52,1,NONTOXIC MULTINODULAR GOITER,"INSOMNIA, UNSPECIFIED",Endocrine_Disorders,Neurological_Disorders
241.1,428.9,1,NONTOXIC MULTINODULAR GOITER,"HEART FAILURE, UNSPECIFIED",Endocrine_Disorders,Cardiovascular_Disorders
414.0,703.0,1,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",INGROWING NAIL,Cardiovascular_Disorders,Skin_and_Subcutaneous_Disorders
722.0,723.4,1,DISPLACEMENT OF CERVICAL INTERVERTEBRAL DISC WITHOUT MYELOPATHY,BRACHIAL NEURITIS OR RADICULITIS NOS,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
722.1,724.2,1,DISPLACEMENT OF LUMBAR INTERVERTEBRAL DISC WITHOUT MYELOPATHY,LUMBAGO,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
362.01,511.9,1,BACKGROUND DIABETIC RETINOPATHY,UNSPECIFIED PLEURAL EFFUSION,Ent_and_Eye_Disorders,Infectious_Disorders
719.43,786.09,1,"PAIN IN JOINT, FOREARM",OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Musculoskeletal_and_Connective_Tissue_Disorders,Cardiovascular_Disorders
278.01,401.9,4,MORBID OBESITY,UNSPECIFIED ESSENTIAL HYPERTENSION,Nutritional_Disorders,Cardiovascular_Disorders
274.0,790.5,1,"GOUTY ARTHROPATHY, UNSPECIFIED",OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,Other_Nutritional_Disorders,Nonspecific_Abnormal_Findings
305.1,787.1,1,TOBACCO USE DISORDER,HEARTBURN,Substance_Abuse,Other_Digestive_System_Disorders
692.6,780.57,1,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO PLANTS (EXCEPT FOOD),UNSPECIFIED SLEEP APNEA,Other_Skin_and_Subcutaneous_Disorders,Neurological_Disorders
726.32,780.57,1,LATERAL EPICONDYLITIS  OF ELBOW,UNSPECIFIED SLEEP APNEA,Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
366.1,553.21,1,"SENILE CATARACT, UNSPECIFIED",INCISIONAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,Ent_and_Eye_Disorders,Digestive_System_Disorders
238.2,362.83,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,RETINAL EDEMA,Neoplasms,Ent_and_Eye_Disorders
300.01,579.3,1,PANIC DISORDER WITHOUT AGORAPHOBIA,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Psychiatric_Disorders,Other_Digestive_System_Disorders
366.16,380.4,1,SENILE NUCLEAR SCLEROSIS,IMPACTED CERUMEN,Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
366.15,723.0,1,CORTICAL SENILE CATARACT,SPINAL STENOSIS IN CERVICAL REGION,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
366.15,780.93,1,CORTICAL SENILE CATARACT,MEMORY LOSS,Ent_and_Eye_Disorders,Neurological_Disorders
401.9,414.0,3,UNSPECIFIED ESSENTIAL HYPERTENSION,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",Cardiovascular_Disorders,Cardiovascular_Disorders
415.19,723.4,1,OTHER PULMONARY EMBOLISM AND INFARCTION,BRACHIAL NEURITIS OR RADICULITIS NOS,Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
374.87,414.01,1,DERMATOCHALASIS,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,Ent_and_Eye_Disorders,Cardiovascular_Disorders
366.1,789.07,1,"SENILE CATARACT, UNSPECIFIED","ABDOMINAL PAIN, GENERALIZED",Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
375.15,564.2,1,"TEAR FILM INSUFFICIENCY, UNSPECIFIED",POSTGASTRIC SURGERY SYNDROMES,Ent_and_Eye_Disorders,Digestive_System_Disorders
193.0,715.95,1,MALIGNANT NEOPLASM OF THYROID GLAND,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, PELVIC REGION AND THIGH",Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
564.2,724.5,1,POSTGASTRIC SURGERY SYNDROMES,"BACKACHE, UNSPECIFIED",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
193.0,722.1,1,MALIGNANT NEOPLASM OF THYROID GLAND,DISPLACEMENT OF LUMBAR INTERVERTEBRAL DISC WITHOUT MYELOPATHY,Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
305.1,482.9,1,TOBACCO USE DISORDER,"BACTERIAL PNEUMONIA, UNSPECIFIED",Substance_Abuse,Infectious_Disorders
441.4,727.03,1,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,TRIGGER FINGER (ACQUIRED),Other_Cardiovascular_Disorders,Infectious_Disorders
365.04,461.9,1,BORDERLINE GLAUCOMA WITH OCULAR HYPERTENSION,"ACUTE SINUSITIS, UNSPECIFIED",Ent_and_Eye_Disorders,Infectious_Disorders
250.6,427.31,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH NEUROLOGICAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",ATRIAL FIBRILLATION,Endocrine_Disorders,Cardiovascular_Disorders
427.31,733.9,1,ATRIAL FIBRILLATION,"DISORDER OF BONE AND CARTILAGE, UNSPECIFIED",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
278.01,799.02,1,MORBID OBESITY,HYPOXEMIA,Nutritional_Disorders,Other_and_Unspecified_Morbidity_and_Mortality
440.21,585.3,1,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",Cardiovascular_Disorders,Genitourinary_Disorders
493.9,585.3,1,UNSPECIFIED ASTHMA,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",Respiratory_Disorders,Genitourinary_Disorders
367.4,724.5,1,PRESBYOPIA,"BACKACHE, UNSPECIFIED",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
238.2,462.0,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,ACUTE PHARYNGITIS,Neoplasms,Infectious_Disorders
238.2,266.2,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,OTHER B-COMPLEX DEFICIENCIES,Neoplasms,Nutritional_Disorders
434.91,790.4,1,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Neurological_Disorders,Nonspecific_Abnormal_Findings
242.0,790.5,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,Endocrine_Disorders,Nonspecific_Abnormal_Findings
441.4,726.6,1,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,"ENTHESOPATHY OF KNEE, UNSPECIFIED",Other_Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
707.15,726.5,1,ULCER OF OTHER PART OF FOOT,ENTHESOPATHY OF HIP REGION,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
241.1,786.9,1,NONTOXIC MULTINODULAR GOITER,OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,Endocrine_Disorders,Perinatal_Conditions
496.0,530.81,1,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",ESOPHAGEAL REFLUX,Respiratory_Disorders,Digestive_System_Disorders
733.13,790.4,1,PATHOLOGIC FRACTURE OF VERTEBRAE,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Musculoskeletal_and_Connective_Tissue_Disorders,Nonspecific_Abnormal_Findings
511.9,625.9,1,UNSPECIFIED PLEURAL EFFUSION,UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS,Infectious_Disorders,Gynecological_Disorders
274.0,700.0,1,"GOUTY ARTHROPATHY, UNSPECIFIED",CORNS AND CALLOSITIES,Other_Nutritional_Disorders,Skin_and_Subcutaneous_Disorders
381.81,593.2,1,DYSFUNCTION OF EUSTACHIAN TUBE,ACQUIRED CYST OF KIDNEY,Ent_and_Eye_Disorders,Genitourinary_Disorders
381.81,493.9,1,DYSFUNCTION OF EUSTACHIAN TUBE,UNSPECIFIED ASTHMA,Ent_and_Eye_Disorders,Respiratory_Disorders
441.4,715.96,1,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, LOWER LEG",Other_Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
242.9,366.1,1,"THYROTOXICOSIS WITHOUT MENTION OF GOITER OR OTHER CAUSE, WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM","SENILE CATARACT, UNSPECIFIED",Endocrine_Disorders,Ent_and_Eye_Disorders
305.1,585.9,1,TOBACCO USE DISORDER,"CHRONIC KIDNEY DISEASE, UNSPECIFIED",Substance_Abuse,Genitourinary_Disorders
289.81,780.4,1,PRIMARY HYPERCOAGULABLE STATE,DIZZINESS AND GIDDINESS,Other_Hematologic_Disorders,Neurological_Disorders
367.4,796.2,1,PRESBYOPIA,ELEVATED BLOOD PRESSURE READING WITHOUT DIAGNOSIS OF HYPERTENSION,Ent_and_Eye_Disorders,Nonspecific_Abnormal_Findings
274.9,470.0,1,"GOUT, UNSPECIFIED",DEVIATED NASAL SEPTUM,Other_Nutritional_Disorders,Ent_and_Eye_Disorders
238.2,441.2,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,THORACIC ANEURYSM WITHOUT MENTION OF RUPTURE,Neoplasms,Other_Cardiovascular_Disorders
401.9,787.1,1,UNSPECIFIED ESSENTIAL HYPERTENSION,HEARTBURN,Cardiovascular_Disorders,Other_Digestive_System_Disorders
242.0,356.9,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY,Endocrine_Disorders,Neurological_Disorders
362.02,415.19,1,PROLIFERATIVE DIABETIC RETINOPATHY,OTHER PULMONARY EMBOLISM AND INFARCTION,Ent_and_Eye_Disorders,Hematologic_Disorders
362.02,584.9,1,PROLIFERATIVE DIABETIC RETINOPATHY,"ACUTE KIDNEY FAILURE, UNSPECIFIED",Ent_and_Eye_Disorders,Genitourinary_Disorders
721.3,724.2,1,LUMBOSACRAL SPONDYLOSIS WITHOUT MYELOPATHY,LUMBAGO,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
333.94,346.11,1,RESTLESS LEGS SYNDROME (RLS),"MIGRAINE WITHOUT AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS",Neurological_Disorders,Neurological_Disorders
427.31,782.3,1,ATRIAL FIBRILLATION,EDEMA,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
300.4,386.11,1,DYSTHYMIC DISORDER,BENIGN PAROXYSMAL POSITIONAL VERTIGO,Psychiatric_Disorders,Ent_and_Eye_Disorders
362.52,722.93,1,EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
366.15,733.09,1,CORTICAL SENILE CATARACT,OTHER OSTEOPOROSIS,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
272.2,366.15,1,MIXED HYPERLIPIDEMIA,CORTICAL SENILE CATARACT,Other_Nutritional_Disorders,Ent_and_Eye_Disorders
414.0,429.2,1,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",UNSPECIFIED CARDIOVASCULAR DISEASE,Cardiovascular_Disorders,Other_Cardiovascular_Disorders
453.9,491.21,1,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,Hematologic_Disorders,Respiratory_Disorders
289.81,599.7,1,PRIMARY HYPERCOAGULABLE STATE,"HEMATURIA, UNSPECIFIED",Other_Hematologic_Disorders,Genitourinary_Disorders
492.8,786.09,1,OTHER EMPHYSEMA,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Respiratory_Disorders,Cardiovascular_Disorders
193.0,414.0,2,MALIGNANT NEOPLASM OF THYROID GLAND,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",Neoplasms,Cardiovascular_Disorders
726.6,790.4,1,"ENTHESOPATHY OF KNEE, UNSPECIFIED",NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Musculoskeletal_and_Connective_Tissue_Disorders,Nonspecific_Abnormal_Findings
413.9,790.4,1,OTHER AND UNSPECIFIED ANGINA PECTORIS,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
278.01,333.94,3,MORBID OBESITY,RESTLESS LEGS SYNDROME (RLS),Nutritional_Disorders,Neurological_Disorders
277.7,627.2,1,DYSMETABOLIC SYNDROME X,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,Inherited_Metabolic_and_Immune_Disorders,Gynecological_Disorders
362.56,702.19,1,MACULAR PUCKERING OF RETINA,OTHER SEBORRHEIC KERATOSIS,Ent_and_Eye_Disorders,Skin_and_Subcutaneous_Disorders
110.1,333.94,1,DERMATOPHYTOSIS OF NAIL,RESTLESS LEGS SYNDROME (RLS),Infectious_Disorders,Neurological_Disorders
401.9,715.09,1,UNSPECIFIED ESSENTIAL HYPERTENSION,"GENERALIZED OSTEOARTHROSIS, INVOLVING MULTIPLE SITES",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
401.9,455.6,1,UNSPECIFIED ESSENTIAL HYPERTENSION,UNSPECIFIED HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,Cardiovascular_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
367.4,584.9,1,PRESBYOPIA,"ACUTE KIDNEY FAILURE, UNSPECIFIED",Ent_and_Eye_Disorders,Genitourinary_Disorders
278.01,783.21,2,MORBID OBESITY,LOSS OF WEIGHT,Nutritional_Disorders,Nutritional_Disorders
274.9,477.9,1,"GOUT, UNSPECIFIED","ALLERGIC RHINITIS, CAUSE UNSPECIFIED",Other_Nutritional_Disorders,Ent_and_Eye_Disorders
710.2,786.09,1,SICCA SYNDROME,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Musculoskeletal_and_Connective_Tissue_Disorders,Cardiovascular_Disorders
241.1,786.09,1,NONTOXIC MULTINODULAR GOITER,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Endocrine_Disorders,Cardiovascular_Disorders
238.2,486.0,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,"PNEUMONIA, ORGANISM UNSPECIFIED",Neoplasms,Infectious_Disorders
366.1,702.11,1,"SENILE CATARACT, UNSPECIFIED",INFLAMED SEBORRHEIC KERATOSIS,Ent_and_Eye_Disorders,Skin_and_Subcutaneous_Disorders
362.01,414.01,1,BACKGROUND DIABETIC RETINOPATHY,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,Ent_and_Eye_Disorders,Cardiovascular_Disorders
386.11,708.9,1,BENIGN PAROXYSMAL POSITIONAL VERTIGO,"URTICARIA, UNSPECIFIED",Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
381.81,708.9,1,DYSFUNCTION OF EUSTACHIAN TUBE,"URTICARIA, UNSPECIFIED",Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
241.1,579.3,2,NONTOXIC MULTINODULAR GOITER,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Endocrine_Disorders,Other_Digestive_System_Disorders
362.56,707.15,1,MACULAR PUCKERING OF RETINA,ULCER OF OTHER PART OF FOOT,Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
272.1,511.9,1,PURE HYPERGLYCERIDEMIA,UNSPECIFIED PLEURAL EFFUSION,Other_Nutritional_Disorders,Infectious_Disorders
333.94,345.9,1,RESTLESS LEGS SYNDROME (RLS),UNSPECIFIED EPILEPSY WITHOUT MENTION OF INTRACTABLE EPILEPSY,Neurological_Disorders,Neurological_Disorders
451.19,702.19,1,PHLEBITIS AND THROMBOPHLEBITIS OF OTHER DEEP VESSELS OF LOWER EXTREMITIES,OTHER SEBORRHEIC KERATOSIS,Hematologic_Disorders,Skin_and_Subcutaneous_Disorders
462.0,496.0,1,ACUTE PHARYNGITIS,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Infectious_Disorders,Respiratory_Disorders
278.0,461.9,1,"OBESITY, UNSPECIFIED","ACUTE SINUSITIS, UNSPECIFIED",Nutritional_Disorders,Infectious_Disorders
410.9,414.0,1,"ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED","CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",Cardiovascular_Disorders,Cardiovascular_Disorders
311.0,415.19,1,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",OTHER PULMONARY EMBOLISM AND INFARCTION,Psychiatric_Disorders,Hematologic_Disorders
414.01,428.9,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,"HEART FAILURE, UNSPECIFIED",Cardiovascular_Disorders,Cardiovascular_Disorders
333.94,780.52,1,RESTLESS LEGS SYNDROME (RLS),"INSOMNIA, UNSPECIFIED",Neurological_Disorders,Neurological_Disorders
70.54,366.1,1,CHRONIC HEPATITIS C WITHOUT MENTION OF HEPATIC COMA,"SENILE CATARACT, UNSPECIFIED",Infectious_Disorders,Ent_and_Eye_Disorders
340.0,780.57,4,MULTIPLE SCLEROSIS,UNSPECIFIED SLEEP APNEA,Neurological_Disorders,Neurological_Disorders
268.9,365.9,1,UNSPECIFIED VITAMIN D DEFICIENCY,UNSPECIFIED GLAUCOMA,Late_Effects_of_Ricketts,Ent_and_Eye_Disorders
414.0,787.01,1,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",NAUSEA WITH VOMITING,Cardiovascular_Disorders,Other_Digestive_System_Disorders
362.02,453.9,1,PROLIFERATIVE DIABETIC RETINOPATHY,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,Ent_and_Eye_Disorders,Hematologic_Disorders
579.3,724.2,2,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,LUMBAGO,Other_Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
274.9,788.21,1,"GOUT, UNSPECIFIED",INCOMPLETE BLADDER EMPTYING,Other_Nutritional_Disorders,Other_Genitourinary_Disorders
274.9,410.9,1,"GOUT, UNSPECIFIED","ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED",Other_Nutritional_Disorders,Cardiovascular_Disorders
414.01,708.9,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,"URTICARIA, UNSPECIFIED",Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
238.2,702.19,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,OTHER SEBORRHEIC KERATOSIS,Neoplasms,Skin_and_Subcutaneous_Disorders
427.32,780.57,1,ATRIAL FLUTTER,UNSPECIFIED SLEEP APNEA,Cardiovascular_Disorders,Neurological_Disorders
311.0,571.5,1,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",CIRRHOSIS OF LIVER WITHOUT MENTION OF ALCOHOL,Psychiatric_Disorders,Digestive_System_Disorders
443.9,707.15,1,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED",ULCER OF OTHER PART OF FOOT,Other_Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
193.0,707.1,1,MALIGNANT NEOPLASM OF THYROID GLAND,"ULCER OF LOWER LIMB, UNSPECIFIED",Neoplasms,Other_Skin_and_Subcutaneous_Disorders
414.01,584.9,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,"ACUTE KIDNEY FAILURE, UNSPECIFIED",Cardiovascular_Disorders,Genitourinary_Disorders
579.3,585.6,1,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,END STAGE RENAL DISEASE,Other_Digestive_System_Disorders,Genitourinary_Disorders
362.52,786.5,1,EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,"CHEST PAIN, UNSPECIFIED",Ent_and_Eye_Disorders,Cardiovascular_Disorders
274.9,521.0,1,"GOUT, UNSPECIFIED",UNSPECIFIED DENTAL CARIES,Other_Nutritional_Disorders,Dental_Disorders
274.9,427.1,1,"GOUT, UNSPECIFIED",PAROXYSMAL VENTRICULAR TACHYCARDIA,Other_Nutritional_Disorders,Cardiovascular_Disorders
278.01,780.39,1,MORBID OBESITY,OTHER CONVULSIONS,Nutritional_Disorders,Neurological_Disorders
53.9,366.1,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,"SENILE CATARACT, UNSPECIFIED",Infectious_Disorders,Ent_and_Eye_Disorders
54.9,272.4,1,HERPES SIMPLEX WITHOUT MENTION OF COMPLICATION,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,Infectious_Disorders,Other_Nutritional_Disorders
451.19,724.2,1,PHLEBITIS AND THROMBOPHLEBITIS OF OTHER DEEP VESSELS OF LOWER EXTREMITIES,LUMBAGO,Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
278.01,428.9,2,MORBID OBESITY,"HEART FAILURE, UNSPECIFIED",Nutritional_Disorders,Cardiovascular_Disorders
443.9,724.02,1,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED","SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION",Other_Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
274.9,553.3,1,"GOUT, UNSPECIFIED",DIAPHRAGMATIC HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,Other_Nutritional_Disorders,Digestive_System_Disorders
272.0,780.57,1,PURE HYPERCHOLESTEROLEMIA,UNSPECIFIED SLEEP APNEA,Other_Nutritional_Disorders,Neurological_Disorders
272.0,305.1,1,PURE HYPERCHOLESTEROLEMIA,TOBACCO USE DISORDER,Other_Nutritional_Disorders,Substance_Abuse
333.94,492.8,1,RESTLESS LEGS SYNDROME (RLS),OTHER EMPHYSEMA,Neurological_Disorders,Respiratory_Disorders
414.01,492.8,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,OTHER EMPHYSEMA,Cardiovascular_Disorders,Respiratory_Disorders
472.0,496.0,1,CHRONIC RHINITIS,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Ent_and_Eye_Disorders,Respiratory_Disorders
268.9,287.5,1,UNSPECIFIED VITAMIN D DEFICIENCY,"THROMBOCYTOPENIA, UNSPECIFIED",Late_Effects_of_Ricketts,Hematologic_Disorders
414.01,723.4,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,BRACHIAL NEURITIS OR RADICULITIS NOS,Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
238.2,278.0,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,"OBESITY, UNSPECIFIED",Neoplasms,Nutritional_Disorders
356.9,496.0,1,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Neurological_Disorders,Respiratory_Disorders
496.0,708.9,1,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED","URTICARIA, UNSPECIFIED",Respiratory_Disorders,Other_Skin_and_Subcutaneous_Disorders
366.1,715.95,1,"SENILE CATARACT, UNSPECIFIED","OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, PELVIC REGION AND THIGH",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
362.83,401.9,1,RETINAL EDEMA,UNSPECIFIED ESSENTIAL HYPERTENSION,Ent_and_Eye_Disorders,Cardiovascular_Disorders
238.2,707.1,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,"ULCER OF LOWER LIMB, UNSPECIFIED",Neoplasms,Other_Skin_and_Subcutaneous_Disorders
274.9,592.0,1,"GOUT, UNSPECIFIED",CALCULUS OF KIDNEY,Other_Nutritional_Disorders,Genitourinary_Disorders
414.0,536.3,1,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",GASTROPARESIS,Cardiovascular_Disorders,Digestive_System_Disorders
366.15,366.16,1,CORTICAL SENILE CATARACT,SENILE NUCLEAR SCLEROSIS,Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
